2021-10-16 18:16:53.516059,state,0,0
2021-10-16 18:16:53.516059,state,1,0
2021-10-16 18:16:54.380461,state,0,0
2021-10-16 18:16:54.380461,state,1,0
2021-10-16 18:16:54.380461,state,2,0
2021-10-16 18:16:54.380461,state,3,0
2021-10-16 18:16:54.380461,state,4,0
2021-10-16 18:16:54.380461,state,5,0
2021-10-16 18:16:54.380461,state,6,0
2021-10-16 18:16:54.380461,state,7,0
2021-10-16 18:16:54.380461,state,8,0
2021-10-16 18:16:54.380461,state,9,0
2021-10-16 18:16:54.380461,state,10,0
2021-10-16 18:16:54.380461,state,11,0
2021-10-16 18:16:54.380461,state,12,0
2021-10-16 18:16:54.380461,state,13,0
2021-10-16 18:16:54.380461,state,14,0
2021-10-16 18:16:54.380461,state,15,0
2021-10-16 18:16:54.380461,state,16,0
2021-10-16 18:16:54.380461,state,17,0
2021-10-16 18:16:54.380461,state,18,0
2021-10-16 18:16:54.380461,state,19,0
2021-10-16 18:16:54.380461,state,20,0
2021-10-16 18:16:54.380461,state,21,0
2021-10-16 18:16:54.380461,state,22,0
2021-10-16 18:16:54.380461,state,23,0
2021-10-16 18:16:54.380461,state,24,0
2021-10-16 18:16:54.380461,state,25,0
2021-10-16 18:16:54.380461,state,26,0
2021-10-16 18:16:54.380461,state,27,0
2021-10-16 18:16:54.380461,state,28,0
2021-10-16 18:16:54.380461,state,29,0
2021-10-16 18:16:54.380461,state,30,0
2021-10-16 18:16:54.380461,state,31,0
2021-10-16 18:16:54.380461,state,32,0
2021-10-16 18:16:54.380461,state,33,0
2021-10-16 18:16:54.380461,state,34,0
2021-10-16 18:16:54.380461,state,35,0
2021-10-16 18:16:54.380461,state,36,0
2021-10-16 18:16:54.380461,state,37,0
2021-10-16 18:16:54.380461,state,38,0
2021-10-16 18:16:54.380461,state,39,0
2021-10-16 18:16:54.380461,state,40,0
2021-10-16 18:16:55.201254,state,0,0
2021-10-16 18:16:55.201254,state,1,0
2021-10-16 18:16:55.201254,state,2,0
2021-10-16 18:16:55.201254,state,3,0
2021-10-16 18:16:55.201254,state,4,0
2021-10-16 18:16:55.201254,state,5,0
2021-10-16 18:16:55.201254,state,6,0
2021-10-16 18:16:55.201254,state,7,0
2021-10-16 18:16:55.201254,state,8,0
2021-10-16 18:16:55.201254,state,9,0
2021-10-16 18:16:55.201254,state,10,0
2021-10-16 18:16:55.201254,state,11,0
2021-10-16 18:16:55.201254,state,12,0
2021-10-16 18:16:55.201254,state,13,0
2021-10-16 18:16:55.201254,state,14,0
2021-10-16 18:16:55.201254,state,15,0
2021-10-16 18:16:55.201254,state,16,0
2021-10-16 18:16:55.201254,state,17,0
2021-10-16 18:16:55.201254,state,18,0
2021-10-16 18:16:55.201254,state,19,0
2021-10-16 18:16:55.201254,state,20,0
2021-10-16 18:16:55.201254,state,21,0
2021-10-16 18:16:55.201254,state,22,0
2021-10-16 18:16:55.201254,state,23,0
2021-10-16 18:16:55.201254,state,24,0
2021-10-16 18:16:55.201254,state,25,0
2021-10-16 18:16:55.201254,state,26,0
2021-10-16 18:16:55.201254,state,27,0
2021-10-16 18:16:55.201254,state,28,0
2021-10-16 18:16:55.201254,state,29,0
2021-10-16 18:16:55.201254,state,30,0
2021-10-16 18:16:55.201254,state,31,0
2021-10-16 18:16:55.201254,state,32,0
2021-10-16 18:16:55.201254,state,33,0
2021-10-16 18:16:55.201254,state,34,0
2021-10-16 18:16:55.201254,state,35,0
2021-10-16 18:16:55.201254,state,36,0
2021-10-16 18:16:55.201254,state,37,0
2021-10-16 18:16:55.201254,state,38,0
2021-10-16 18:16:55.201254,state,39,0
2021-10-16 18:16:55.201254,state,40,0
2021-10-16 18:16:55.201254,state,41,0
2021-10-16 18:16:55.201254,state,42,0
2021-10-16 18:16:55.201254,state,43,0
2021-10-16 18:16:55.201254,state,44,0
2021-10-16 18:16:55.201254,state,45,0
2021-10-16 18:16:55.201254,state,46,0
2021-10-16 18:16:55.201254,state,47,0
2021-10-16 18:16:55.702450,nfunctor,1,1234755
2021-10-16 18:16:55.702450,nfunctor,3,1255939
2021-10-16 18:16:55.702450,nfunctor,5,1255235
2021-10-16 18:16:55.702450,nfunctor,7,1255683
2021-10-16 18:16:55.702450,nfunctor,9,1253507
2021-10-16 18:16:55.702450,nfunctor,11,1260163
2021-10-16 18:16:55.702450,nfunctor,13,1252163
2021-10-16 18:16:55.702450,nfunctor,15,1251907
2021-10-16 18:16:55.702450,nfunctor,17,1253507
2021-10-16 18:16:55.702450,nfunctor,19,1256579
2021-10-16 18:16:55.702450,nfunctor,21,1256259
2021-10-16 18:16:55.702450,nfunctor,23,1261251
2021-10-16 18:16:55.702450,nfunctor,25,1252227
2021-10-16 18:16:55.702450,nfunctor,27,1255619
2021-10-16 18:16:55.702450,nfunctor,29,1254531
2021-10-16 18:16:55.702450,nfunctor,31,1256579
2021-10-16 18:16:55.702450,nfunctor,33,1257603
2021-10-16 18:16:55.702450,nfunctor,35,1251395
2021-10-16 18:16:55.702450,nfunctor,37,1252803
2021-10-16 18:16:55.702450,nfunctor,39,1248067
2021-10-16 18:16:55.702450,nfunctor,41,1254531
2021-10-16 18:16:55.702450,nfunctor,43,1253699
2021-10-16 18:16:55.702450,nfunctor,45,1252995
2021-10-16 18:16:55.702450,nfunctor,47,1255807
2021-10-16 18:16:55.702450,state,0,1234782
2021-10-16 18:16:55.702450,state,1,1255929
2021-10-16 18:16:55.702450,state,2,1255190
2021-10-16 18:16:55.702450,state,3,1255683
2021-10-16 18:16:55.702450,state,4,1253509
2021-10-16 18:16:55.702450,state,5,1260144
2021-10-16 18:16:55.702450,state,6,1252138
2021-10-16 18:16:55.702450,state,7,1251907
2021-10-16 18:16:55.702450,state,8,1253475
2021-10-16 18:16:55.702450,state,9,1256636
2021-10-16 18:16:55.702450,state,10,1256299
2021-10-16 18:16:55.702450,state,11,1261249
2021-10-16 18:16:55.702450,state,12,1252117
2021-10-16 18:16:55.702450,state,13,1255578
2021-10-16 18:16:55.702450,state,14,1254564
2021-10-16 18:16:55.702450,state,15,1256643
2021-10-16 18:16:55.702450,state,16,1257639
2021-10-16 18:16:55.702450,state,17,1251431
2021-10-16 18:16:55.702450,state,18,1252828
2021-10-16 18:16:55.702450,state,19,1248092
2021-10-16 18:16:55.702450,state,20,1254542
2021-10-16 18:16:55.702450,state,21,1253736
2021-10-16 18:16:55.702450,state,22,1253046
2021-10-16 18:16:55.702450,state,23,1255082
2021-10-16 18:16:55.702450,state,24,12226
2021-10-16 18:16:55.702450,state,25,12435
2021-10-16 18:16:55.702450,state,26,12428
2021-10-16 18:16:55.702450,state,27,12433
2021-10-16 18:16:55.702450,state,28,12411
2021-10-16 18:16:55.702450,state,29,12477
2021-10-16 18:16:55.702450,state,30,12398
2021-10-16 18:16:55.702450,state,31,12395
2021-10-16 18:16:55.702450,state,32,12411
2021-10-16 18:16:55.702450,state,33,12442
2021-10-16 18:16:55.702450,state,34,12439
2021-10-16 18:16:55.702450,state,35,12488
2021-10-16 18:16:55.702450,state,36,12397
2021-10-16 18:16:55.702450,state,37,12432
2021-10-16 18:16:55.702450,state,38,12422
2021-10-16 18:16:55.702450,state,39,12442
2021-10-16 18:16:55.702450,state,40,12452
2021-10-16 18:16:55.702450,state,41,12391
2021-10-16 18:16:55.702450,state,42,12405
2021-10-16 18:16:55.702450,state,43,12357
2021-10-16 18:16:55.702450,state,44,12422
2021-10-16 18:16:55.702450,state,45,12413
2021-10-16 18:16:55.702450,state,46,12407
2021-10-16 18:16:55.702450,state,47,12427
2021-10-16 18:16:56.203647,nfunctor,1,3779267
2021-10-16 18:16:56.203647,nfunctor,3,3807619
2021-10-16 18:16:56.203647,nfunctor,5,3802307
2021-10-16 18:16:56.203647,nfunctor,7,3805507
2021-10-16 18:16:56.203647,nfunctor,9,3798595
2021-10-16 18:16:56.203647,nfunctor,11,3815875
2021-10-16 18:16:56.203647,nfunctor,13,3810947
2021-10-16 18:16:56.203647,nfunctor,15,3807619
2021-10-16 18:16:56.203647,nfunctor,17,3809411
2021-10-16 18:16:56.203647,nfunctor,19,3805187
2021-10-16 18:16:56.203647,nfunctor,21,3804995
2021-10-16 18:16:56.203647,nfunctor,23,3816771
2021-10-16 18:16:56.203647,nfunctor,25,3810371
2021-10-16 18:16:56.203647,nfunctor,27,3809923
2021-10-16 18:16:56.203647,nfunctor,29,3812419
2021-10-16 18:16:56.203647,nfunctor,31,3805251
2021-10-16 18:16:56.203647,nfunctor,33,3811331
2021-10-16 18:16:56.203647,nfunctor,35,3803331
2021-10-16 18:16:56.203647,nfunctor,37,3805251
2021-10-16 18:16:56.203647,nfunctor,39,3800963
2021-10-16 18:16:56.203647,nfunctor,41,3807875
